% Model,checkEmptyCoil.mph
% Version,COMSOL 5.5.0.359
% Date,"Jan 12 2021, 15:58"
% Dimension,1
% Nodes,400
% Expressions,1
% Description,磁束密度ノルム
% cln1x,mf.normB (T) @ freq=1
0,0.01726604748604802
1.5037593984962405E-4,0.017266047639925817
3.007518796992481E-4,0.017266047794074025
4.511278195488722E-4,0.017266047948492652
6.015037593984962E-4,0.017266048103181695
7.518796992481202E-4,0.017266048258141153
9.022556390977444E-4,0.017266048413371024
0.0010526315789473684,0.017266048568871307
0.0012030075187969924,0.017266048724642005
0.0013533834586466164,0.017266048880683123
0.0015037593984962405,0.017266049036994652
0.0016541353383458645,0.01726604919357659
0.0018045112781954887,0.017266049350428952
0.0019548872180451126,0.01726604950755172
0.002105263157894737,0.017265539721984947
0.0022556390977443606,0.017264835315469115
0.002406015037593985,0.017264130909226395
0.002556390977443609,0.01726342650325681
0.002706766917293233,0.01726272209756039
0.002857142857142857,0.017262017692137192
0.003007518796992481,0.017261313286987212
0.003157894736842105,0.01726060888211051
0.003308270676691729,0.017259904477507124
0.0034586466165413532,0.01725920007317706
0.0036090225563909775,0.017258495669120376
0.0037593984962406013,0.01725779126533709
0.003909774436090225,0.01725708686182725
0.00406015037593985,0.017256382458590874
0.004210526315789474,0.017255678055628006
0.004360902255639097,0.01725497365293869
0.004511278195488721,0.017254269250522928
0.004661654135338346,0.017253564848380778
0.00481203007518797,0.017252860446512277
0.0049624060150375935,0.017252156044917442
0.005112781954887218,0.017251451643596306
0.005263157894736842,0.017250747242548926
0.005413533834586466,0.017250042841775302
0.00556390977443609,0.017249338441275495
0.005714285714285714,0.017248634041049527
0.005864661654135338,0.017247929641097438
0.006015037593984962,0.0172471115288755
0.006165413533834587,0.017245694782793457
0.00631578947368421,0.01724427803699346
0.006466165413533834,0.01724286129147555
0.006616541353383458,0.017241444546239822
0.006766917293233083,0.01724002780128634
0.0069172932330827065,0.01723861105661518
0.00706766917293233,0.017237194312226395
0.007218045112781955,0.017235777568120055
0.007368421052631579,0.01723436082429625
0.007518796992481203,0.017232944080755035
0.007669172932330826,0.01723152733749648
0.00781954887218045,0.017230110594520655
0.007969924812030075,0.017228693851827643
0.0081203007518797,0.017227277109417485
0.008270676691729323,0.01722586036729028
0.008421052631578947,0.01722444362544609
0.008571428571428572,0.01722302688388497
0.008721804511278195,0.017221610142607008
0.00887218045112782,0.017220193401612266
0.009022556390977442,0.01721877666090082
0.009172932330827067,0.01721735992047272
0.009323308270676692,0.017215943180328055
0.009473684210526315,0.017214526440466893
0.00962406015037594,0.017213109700889302
0.009774436090225564,0.01721169296159535
0.009924812030075187,0.017210276222585114
0.010075187969924812,0.01720842678048001
0.010225563909774436,0.017206282150354732
0.01037593984962406,0.017204137520527202
0.010526315789473684,0.01720199289099751
0.010676691729323307,0.017199848261765783
0.010827067669172932,0.017197703632832125
0.010977443609022556,0.017195559004196656
0.01112781954887218,0.017193414375859483
0.011278195488721804,0.017191269747820714
0.011428571428571429,0.01718912512008046
0.011578947368421052,0.017186980492638834
0.011729323308270676,0.01718483586549595
0.0118796992481203,0.01718269123865193
0.012030075187969924,0.017180546612106867
0.012180451127819548,0.017178401985860882
0.012330827067669173,0.017176257359914075
0.012481203007518796,0.017174112734266587
0.01263157894736842,0.017171968108918502
0.012781954887218044,0.017169823483869945
0.012932330827067668,0.01716767885912102
0.013082706766917293,0.017165534234671858
0.013233082706766916,0.017163389610522557
0.01338345864661654,0.017161244986673225
0.013533834586466165,0.017159100363123982
0.013684210526315788,0.017156955739874934
0.013834586466165413,0.017154811116926207
0.013984962406015038,0.0171526664942779
0.01413533834586466,0.017149750169836008
0.014285714285714285,0.017146854415433847
0.01443609022556391,0.017143958661352505
0.014586466165413533,0.017141062907592135
0.014736842105263158,0.017138167154152915
0.01488721804511278,0.017135271401035008
0.015037593984962405,0.017132375648238562
0.01518796992481203,0.01712947989576375
0.015338345864661653,0.017126584143610735
0.015488721804511277,0.01712368839177968
0.0156390977443609,0.01712079264027075
0.015789473684210527,0.0171178968890841
0.01593984962406015,0.017115001138219905
0.016090225563909773,0.017112105387678322
0.0162406015037594,0.017109209637459512
0.016390977443609022,0.01710631388756365
0.016541353383458645,0.01710341813799089
0.01669172932330827,0.017100522388741404
0.016842105263157894,0.017097626639815344
0.016992481203007517,0.017094730891212887
0.017142857142857144,0.017091835142934192
0.017293233082706767,0.017088939394979418
0.01744360902255639,0.01708604364734874
0.017593984962406013,0.017083147900042325
0.01774436090225564,0.017080252153060315
0.017894736842105262,0.017077356406402906
0.018045112781954885,0.01707410324970035
0.01819548872180451,0.01707042552328014
0.018345864661654134,0.017066747797211696
0.018496240601503757,0.01706307007149525
0.018646616541353384,0.017059392346131016
0.018796992481203006,0.017055714621119215
0.01894736842105263,0.017052036896460093
0.019097744360902256,0.017048359172153867
0.01924812030075188,0.017044681448200778
0.0193984962406015,0.017041003724601045
0.019548872180451128,0.0170373260013549
0.01969924812030075,0.017033648278462574
0.019849624060150374,0.01702997055592428
0.02,0.017026292833740266
0.020150375939849623,0.01702261511191076
0.020300751879699246,0.017018937390435983
0.020451127819548873,0.017015259669316177
0.020601503759398496,0.01701158194855156
0.02075187969924812,0.017007904228142374
0.020902255639097745,0.017004226508088832
0.021052631578947368,0.017000548788391186
0.02120300751879699,0.016996871069049648
0.021353383458646614,0.016993193350064467
0.02150375939849624,0.016989515631435862
0.021654135338345863,0.01698583791316407
0.021804511278195486,0.01698216019524931
0.021954887218045113,0.01697848247769183
0.022105263157894735,0.01697408147068949
0.02225563909774436,0.016969583486668133
0.022406015037593985,0.016965085503038477
0.022556390977443608,0.016960587519800823
0.02270676691729323,0.016956089536955484
0.022857142857142857,0.01695159155450279
0.02300751879699248,0.016947093572443027
0.023157894736842103,0.016942595590776516
0.02330827067669173,0.016938097609503586
0.023458646616541352,0.016933599628624535
0.023609022556390975,0.01692910164813967
0.0237593984962406,0.016924603668049317
0.023909774436090225,0.0169201056883538
0.024060150375939848,0.01691560770905342
0.024210526315789474,0.016911109730148494
0.024360902255639097,0.016906611751639336
0.02451127819548872,0.016902113773526264
0.024661654135338346,0.016897615795809603
0.02481203007518797,0.016893117818489654
0.024962406015037592,0.016888619841566747
0.025112781954887215,0.016884121865041193
0.02526315789473684,0.016879623888913314
0.025413533834586464,0.016875125913183412
0.025563909774436087,0.016870627937851834
0.025714285714285714,0.016866129962918874
0.025864661654135337,0.01686163198838486
0.02601503759398496,0.016856873819664067
0.026165413533834586,0.016851510192049755
0.02631578947368421,0.016846146564876346
0.026466165413533832,0.016840782938144266
0.02661654135338346,0.016835419311853946
0.02676691729323308,0.016830055686005777
0.026917293233082704,0.01682469206060021
0.02706766917293233,0.01681932843563767
0.027218045112781954,0.016813964811118572
0.027368421052631577,0.016808601187043335
0.027518796992481203,0.016803237563412392
0.027669172932330826,0.01679787394022617
0.02781954887218045,0.016792510317485083
0.027969924812030075,0.016787146695189572
0.028120300751879698,0.01678178307334006
0.02827067669172932,0.01677641945193696
0.028421052631578948,0.01677105583098073
0.02857142857142857,0.016765692210471774
0.028721804511278193,0.01676032859041053
0.02887218045112782,0.01675496497079743
0.029022556390977443,0.0167496013516329
0.029172932330827066,0.016744237732917375
0.02932330827067669,0.016738874114651296
0.029473684210526315,0.016733510496835066
0.029624060150375938,0.016728146879469143
0.02977443609022556,0.016722783262553952
0.029924812030075187,0.016717419646089922
0.03007518796992481,0.01671140150938717
0.030225563909774433,0.016705120288126454
0.03037593984962406,0.016698839067366737
0.030526315789473683,0.01669255784710855
0.030676691729323306,0.016686276627352503
0.030827067669172932,0.01667999540809913
0.030977443609022555,0.016673714189349015
0.031127819548872178,0.016667432971102722
0.0312781954887218,0.016661151753360824
0.031428571428571424,0.01665487053612389
0.031578947368421054,0.01664858931939249
0.03172932330827068,0.016642308103167202
0.0318796992481203,0.016636026887448595
0.03203007518796992,0.016629745672237243
0.032180451127819545,0.016623464457533713
0.03233082706766917,0.016617183243338593
0.0324812030075188,0.016610902029652465
0.03263157894736842,0.01660462081647589
0.032781954887218044,0.01659833960380946
