% Model,Untitled.mph
% Version,COMSOL 5.5.0.359
% Date,"Jan 13 2021, 06:19"
% Dimension,2
% Nodes,160000
% Expressions,1
% Description,磁束密度ノルム
% Length unit,m
% R,Z,mf.normB (T) @ freq=1
0,-0.108,0.007640034261706783
0,-0.10745864661654135,0.007716221517206818
0,-0.1069172932330827,0.007792408773624136
0,-0.10637593984962405,0.007868596030932106
0,-0.1058345864661654,0.007942935313571289
0,-0.10529323308270677,0.008017640373928405
0,-0.10475187969924812,0.008092345441179849
0,-0.10421052631578948,0.008167050515136434
0,-0.10366917293233083,0.008241755595615826
0,-0.10312781954887218,0.008316460682442248
0,-0.10258646616541353,0.008391165775446179
0,-0.10204511278195488,0.008463553462375165
0,-0.10150375939849623,0.008535176024186464
0,-0.10096240601503759,0.008606798604063342
0,-0.10042105263157894,0.008678421201558527
0,-0.0998796992481203,0.00875004381623937
0,-0.09933834586466166,0.008821666447687292
0,-0.09879699248120301,0.008893289095497182
0,-0.09825563909774436,0.008959055981254987
0,-0.09771428571428571,0.009026072653440825
0,-0.09717293233082706,0.00909308936211202
0,-0.09663157894736842,0.009160106106467778
0,-0.09609022556390977,0.009227122885730566
0,-0.09554887218045113,0.009291853783662415
0,-0.09500751879699249,0.009352864689469699
0,-0.09446616541353384,0.009413875653080071
0,-0.09392481203007519,0.009474886673376917
0,-0.09338345864661654,0.009535897749272182
0,-0.09284210526315789,0.00959690887970549
0,-0.09230075187969924,0.009649909024432555
0,-0.0917593984962406,0.009703587505375018
0,-0.09121804511278195,0.009757266064992621
0,-0.0906766917293233,0.009810944701993984
0,-0.09013533834586465,0.00986173791802151
0,-0.08959398496240602,0.009906831754484612
0,-0.08905263157894737,0.009951925695170779
0,-0.08851127819548872,0.009997019738669646
0,-0.08796992481203007,0.01004211388359618
0,-0.08742857142857142,0.01007695034031925
0,-0.08688721804511278,0.01011227511752543
0,-0.08634586466165414,0.01014760002708858
0,-0.0858045112781955,0.010180947784446436
0,-0.08526315789473685,0.010205380775438538
0,-0.0847218045112782,0.010229813936081395
0,-0.08418045112781955,0.010254247265162312
0,-0.0836390977443609,0.010270496896798305
0,-0.08309774436090225,0.010282969395522671
0,-0.0825563909774436,0.010295442113408736
0,-0.08201503759398496,0.010301289358702564
0,-0.08147368421052631,0.01030061051079918
0,-0.08093233082706766,0.010299931947850827
0,-0.08039097744360901,0.010291599768481848
0,-0.07984962406015038,0.01027599277767348
0,-0.07930827067669173,0.0102603861476434
0,-0.07876691729323308,0.010235142541165044
0,-0.07822556390977443,0.010202188870141118
0,-0.07768421052631579,0.010169235660862395
0,-0.07714285714285714,0.010123867873270445
0,-0.0766015037593985,0.010071060776056946
0,-0.07606015037593986,0.01001825429680143
0,-0.07551879699248121,0.009948312681602197
0,-0.07497744360902256,0.00987339824998142
0,-0.07443609022556391,0.009798484652044187
0,-0.07389473684210526,0.009698753714632554
0,-0.07335338345864661,0.009599560663022044
0,-0.07281203007518797,0.00949160762126063
0,-0.07227067669172932,0.009365545829891488
0,-0.07172932330827067,0.00923948534755564
0,-0.07118796992481202,0.009096066238654126
0,-0.07064661654135337,0.008940309071943422
0,-0.07010526315789473,0.00878455351712165
0,-0.06956390977443609,0.008604512015861066
0,-0.06902255639097744,0.008417270656817964
0,-0.0684812030075188,0.008230031307431027
0,-0.06793984962406015,0.008015309806383103
0,-0.0673984962406015,0.007797092922711063
0,-0.06685714285714286,0.007578878226396297
0,-0.06631578947368422,0.007333722897614317
0,-0.06577443609022557,0.0070881510544994865
0,-0.06523308270676692,0.006841419397868876
0,-0.06469172932330827,0.006575424882609536
0,-0.06415037593984962,0.0063094319602759455
0,-0.06360902255639098,0.006044155825611282
0,-0.06306766917293233,0.005767899859483431
0,-0.06252631578947368,0.005491645283940253
0,-0.06198496240601504,0.0052215532882603395
0,-0.06144360902255639,0.004947265671356117
0,-0.06090225563909774,0.004672979790780938
0,-0.060360902255639094,0.0044124864886956735
0,-0.059819548872180446,0.004152657936253776
0,-0.059278195488721805,0.003892832156242769
0,-0.05873684210526316,0.003654769127488878
0,-0.05819548872180451,0.003418958943113906
0,-0.05765413533834586,0.0031831528042991857
0,-0.05711278195488722,0.0029775081077420417
0,-0.05657142857142857,0.0027720170735744845
0,-0.05603007518796992,0.002569143518759169
0,-0.055488721804511275,0.0023946568574600615
0,-0.05494736842105263,0.002220174841839951
0,-0.054406015037593985,0.002052065697926927
0,-0.05386466165413534,0.001906886096501146
0,-0.05332330827067669,0.001761711418004108
0,-0.05278195488721804,0.0016245290542661224
0,-0.0522406015037594,0.0015044433370410403
0,-0.05169924812030075,0.001384361889006376
0,-0.051157894736842104,0.0012733860471151382
0,-0.050616541353383455,0.0011739581286426789
0,-0.05007518796992481,0.00107453407706178
0,-0.049533834586466166,9.847562466624553E-4
0,-0.04899248120300752,9.019851528948343E-4
0,-0.04845112781954887,8.19218643693726E-4
0,-0.04790977443609022,7.46061017490047E-4
0,-0.047368421052631574,6.766165189468881E-4
0,-0.04682706766917293,6.071791996896032E-4
0,-0.046285714285714284,5.46873167983278E-4
0,-0.045744360902255636,4.880667375292582E-4
0,-0.045203007518796995,4.29309993363083E-4
0,-0.04466165413533835,3.7898241596095365E-4
0,-0.0441203007518797,3.2867350412913126E-4
0,-0.04357894736842105,2.793342823467971E-4
0,-0.0430375939849624,2.3574903621909028E-4
0,-0.042496240601503754,1.9221763760756482E-4
0,-0.041954887218045106,1.5017298389231561E-4
0,-0.04141353383458646,1.120357097648959E-4
0,-0.040872180451127824,7.430009871745495E-5
0,-0.040330827067669175,3.959614584294422E-5
0,-0.03978947368421053,1.829797248684727E-5
0,-0.03924812030075188,3.860461140823315E-5
0,-0.03870676691729323,6.919660883542743E-5
0,-0.03816541353383458,9.984523185558989E-5
0,-0.037624060150375935,1.3086036278777175E-4
0,-0.03708270676691729,1.5984261356909852E-4
0,-0.03654135338345864,1.8830754180899497E-4
0,-0.036000000000000004,2.1681354218328275E-4
0,-0.035458646616541356,2.422408609086333E-4
0,-0.03491729323308271,2.6774004935716054E-4
0,-0.03437593984962406,2.9243658824416006E-4
0,-0.03383458646616541,3.1410365850077196E-4
0,-0.033293233082706764,3.357772004901565E-4
0,-0.032751879699248115,3.557635289863928E-4
0,-0.03221052631578947,3.724755635304038E-4
0,-0.03166917293233082,3.891922071568881E-4
0,-0.031127819548872185,4.0334553290570166E-4
0,-0.030586466165413537,4.1431077138775406E-4
0,-0.03004511278195489,4.252809478105816E-4
0,-0.02950375939849624,4.3317583774025867E-4
0,-0.028962406015037592,4.383780989088504E-4
0,-0.028421052631578944,4.435864738020644E-4
0,-0.027879699248120296,4.45918268354532E-4
0,-0.027338345864661648,4.462673642606611E-4
0,-0.026796992481203,4.4662387120697787E-4
0,-0.026255639097744365,4.4490854765232723E-4
0,-0.025714285714285717,4.4195976397306E-4
0,-0.02517293233082707,4.390191637248876E-4
0,-0.02463157894736842,4.351653248979147E-4
0,-0.024090225563909773,4.3061809980482544E-4
0,-0.023548872180451125,4.2654017212567444E-4
0,-0.023007518796992477,4.217784376015027E-4
0,-0.02246616541353383,4.170228555630592E-4
0,-0.02192481203007518,4.127151747063247E-4
0,-0.021383458646616546,4.0861020249793905E-4
0,-0.020842105263157898,4.045094649537351E-4
0,-0.02030075187969925,4.009176043714121E-4
0,-0.0197593984962406,3.9783177030181313E-4
0,-0.019218045112781953,3.947484442418987E-4
0,-0.018676691729323305,3.921811562163335E-4
0,-0.018135338345864657,3.901147527364167E-4
0,-0.01759398496240601,3.8804967346794863E-4
0,-0.01705263157894736,3.864858709514264E-4
0,-0.016511278195488713,3.852524240426356E-4
0,-0.01596992481203008,3.8401963659201417E-4
0,-0.01542857142857143,3.832238734385908E-4
0,-0.014887218045112782,3.825953179809357E-4
0,-0.014345864661654134,3.8196709013878856E-4
0,-0.013804511278195486,3.8164429524437126E-4
0,-0.013263157894736838,3.813983767014064E-4
0,-0.01272180451127819,3.8112705684717235E-4
0,-0.012180451127819542,3.810968614942688E-4
0,-0.011639097744360893,3.810667705426712E-4
0,-0.011097744360902259,3.8102798249770774E-4
0,-0.010556390977443611,3.8109904109882164E-4
0,-0.010015037593984963,3.811701695988615E-4
0,-0.009473684210526315,3.812322244126127E-4
0,-0.008932330827067667,3.813347160070903E-4
0,-0.008390977443609018,3.814372576856243E-4
0,-0.00784962406015037,3.8152556633420275E-4
0,-0.007308270676691722,3.8162260995777545E-4
0,-0.006766917293233074,3.817196895544135E-4
0,-0.00622556390977444,3.8179804101066663E-4
0,-0.005684210526315792,3.818741637861198E-4
0,-0.0051428571428571435,3.8195031076259886E-4
0,-0.004601503759398495,3.820059732808241E-4
0,-0.004060150375939847,3.820580808719857E-4
0,-0.003518796992481199,3.8211020253334167E-4
0,-0.002977443609022551,3.82142227854715E-4
0,-0.0024360902255639028,3.821727833616976E-4
0,-0.0018947368421052546,3.8220204490887637E-4
0,-0.0013533834586466204,3.8221458645632043E-4
0,-8.120300751879722E-4,3.822271292440879E-4
0,-2.7067669172932407E-4,3.822353554123858E-4
0,2.7067669172932407E-4,3.822318926522204E-4
0,8.120300751879722E-4,3.822284300229895E-4
0,0.0013533834586466204,3.82216872542839E-4
0,0.0018947368421052685,3.8219678846056746E-4
0,0.0024360902255639166,3.821767073409879E-4
0,0.0029774436090225648,3.8214361227068304E-4
0,0.003518796992481199,3.821039815021293E-4
0,0.004060150375939847,3.820643600479456E-4
0,0.004601503759398495,3.8200660069803125E-4
0,0.0051428571428571435,3.8194394186813333E-4
0,0.005684210526315792,3.818813013738603E-4
0,0.00622556390977444,3.8179859303248784E-4
0,0.006766917293233088,3.817122325647469E-4
0,0.007308270676691736,3.816259012928475E-4
0,0.007849624060150384,3.8152833736218393E-4
0,0.008390977443609018,3.8142582094119774E-4
0,0.008932330827067667,3.8133826749024046E-4
0,0.009473684210526315,3.8124309092946456E-4
0,0.010015037593984963,3.811479719859312E-4
0,0.010556390977443611,3.810977058179163E-4
0,0.011097744360902259,3.810597541865238E-4
0,0.011639097744360907,3.810218847763958E-4
0,0.012180451127819555,3.810953790211257E-4
0,0.012721804511278204,3.812028528639026E-4
0,0.013263157894736852,3.8131045539526424E-4
0,0.013804511278195486,3.816551082347453E-4
0,0.014345864661654134,3.8204573957282276E-4
0,0.014887218045112782,3.824365980662014E-4
0,0.01542857142857143,3.832694361691355E-4
0,0.01596992481203008,3.84134218044142E-4
0,0.016511278195488727,3.849994419698913E-4
0,0.01705263157894736,3.8659060234573365E-4
0,0.01759398496240601,3.8816041418025197E-4
0,0.018135338345864657,3.8973111927679687E-4
0,0.018676691729323305,3.9234657982595896E-4
0,0.019218045112781953,3.948447562970798E-4
0,0.0197593984962406,3.9755680808951287E-4
0,0.02030075187969925,4.0110212896434064E-4
0,0.020842105263157898,4.0465068323473165E-4
0,0.021383458646616546,4.083801665553619E-4
0,0.021924812030075194,4.1283881229306463E-4
0,0.022466165413533842,4.173025938182714E-4
0,0.02300751879699249,4.215957024226199E-4
0,0.02354887218045114,4.2640064213636563E-4
0,0.024090225563909787,4.3121254022748177E-4
0,0.024631578947368435,4.349836937149234E-4
0,0.025172932330827083,4.390274064730428E-4
0,0.025714285714285703,4.4307910667245405E-4
0,0.02625563909774435,4.446178815976319E-4
0,0.026796992481203,4.463223572129765E-4
0,0.027338345864661648,4.480347059078339E-4
0,0.027879699248120296,4.4537954548522826E-4
0,0.028421052631578944,4.4303845064471754E-4
0,0.028962406015037592,4.40704289109745E-4
0,0.02950375939849624,4.322980650351138E-4
0,0.03004511278195489,4.2459438809398905E-4
0,0.030586466165413537,4.1572394498260096E-4
0,0.031127819548872185,4.0215774745810327E-4
0,0.03166917293233083,3.885962202751275E-4
0,0.03221052631578948,3.734895722084338E-4
0,0.03275187969924813,3.5447444060584046E-4
0,0.03329323308270678,3.3546425277855465E-4
0,0.033834586466165426,3.1475394999027934E-4
0,0.034375939849624074,2.9127611155778274E-4
0,0.03491729323308272,2.678065116393561E-4
0,0.03545864661654137,2.4256300277102384E-4
0,0.03599999999999999,2.156674739361112E-4
0,0.03654135338345864,1.8879591099364474E-4
0,0.03708270676691729,1.599163131986798E-4
0,0.037624060150375935,1.3030101907541346E-4
0,0.03816541353383458,1.0082632653335928E-4
0,0.03870676691729323,6.902668653471806E-5
0,0.03924812030075188,3.8477028856621476E-5
0,0.03978947368421053,1.8348139882486306E-5
0,0.040330827067669175,4.0099866705914343E-5
0,0.040872180451127824,7.416101682683034E-5
0,0.04141353383458647,1.1102119030823938E-4
0,0.04195488721804512,1.5124682357825912E-4
0,0.04249624060150377,1.9164908716848235E-4
0,0.043037593984962416,2.3480230655716213E-4
