% Model,Untitled.mph
% Version,COMSOL 5.5.0.359
% Date,"Jan 13 2021, 06:19"
% Dimension,2
% Nodes,160000
% Expressions,1
% Description,磁束密度ノルム
% Length unit,m
% R,Z,mf.normB (T) @ freq=1
0,0.043578947368421064,2.811250065157833E-4
0,0.04412030075187971,3.274848169271367E-4
0,0.04466165413533836,3.7830672129319864E-4
0,0.04520300751879701,4.3212868367614564E-4
0,0.04574436090225563,4.859657212246963E-4
0,0.04628571428571428,5.466897375414547E-4
0,0.046827067669172925,6.099063836196922E-4
0,0.047368421052631574,6.731310186651596E-4
0,0.04790977443609022,7.466129409623023E-4
0,0.04845112781954887,8.215669137961794E-4
0,0.04899248120300752,8.96525735451783E-4
0,0.049533834586466166,9.864304968178286E-4
0,0.050075187969924814,0.0010760586997469457
0,0.05061654135338346,0.0011656904342339338
0,0.05115789473684211,0.0012766623767039354
0,0.05169924812030076,0.001384641440526391
0,0.05224060150375941,0.001499473225160683
0,0.052781954887218055,0.0016301063231583522
0,0.0533233082706767,0.0017607446145251385
0,0.05386466165413535,0.0019030094944660655
0,0.054406015037594,0.002060702002647742
0,0.05494736842105265,0.002218400624989323
0,0.05548872180451127,0.002392697702795703
0,0.056030075187969916,0.0025808119845817214
0,0.056571428571428564,0.0027689325503938876
0,0.05711278195488721,0.0029771308240294663
0,0.05765413533834586,0.0031964328168845656
0,0.05819548872180451,0.0034157400952262267
0,0.05873684210526316,0.0036549101926245595
0,0.059278195488721805,0.0039022388983982973
0,0.05981954887218045,0.004149571085878072
0,0.0603609022556391,0.004411827631155017
0,0.06090225563909775,0.004679462835819276
0,0.0614436090225564,0.004943272600351733
0,0.061984962406015046,0.00521991093395279
0,0.0625263157894737,0.005496550837166369
0,0.06306766917293234,0.0057677652350060366
0,0.06360902255639099,0.0060407812127449305
0,0.06415037593984964,0.00631379864041104
0,0.06469172932330829,0.006577789151884866
0,0.0652330827067669,0.006835501006245855
0,0.06577443609022555,0.007093214514016888
0,0.0663157894736842,0.007336585277068406
0,0.06685714285714285,0.007570146151102075
0,0.0673984962406015,0.007803708890018795
0,0.06793984962406015,0.008017477646119167
0,0.0684812030075188,0.008221515916192256
0,0.06902255639097744,0.008425556060926374
0,0.06956390977443609,0.008605068214541187
0,0.07010526315789474,0.008777487966270479
0,0.07064661654135339,0.008949909404765264
0,0.07118796992481204,0.009094065724572354
0,0.07172932330827068,0.009235492632825333
0,0.07227067669172933,0.009373823496028964
0,0.07281203007518798,0.009486617750695044
0,0.07335338345864663,0.009599413235268018
0,0.07389473684210528,0.009702805776469068
0,0.07443609022556393,0.009789833041237577
0,0.07497744360902257,0.009876861271349145
0,0.0755187969924812,0.00994901798562502
0,0.07606015037593984,0.010012767570631728
0,0.07660150375939849,0.010076517888604175
0,0.07714285714285714,0.01012281117280598
0,0.07768421052631579,0.010165511693786591
0,0.07822556390977443,0.01020821275920003
0,0.07876691729323308,0.010233735933147166
0,0.07930827067669173,0.010257814324373673
0,0.07984962406015038,0.010282299276224432
0,0.08039097744360903,0.01029030403882195
0,0.08093233082706768,0.010298309100621406
0,0.08147368421052632,0.010306025283415201
0,0.08201503759398497,0.010300306533685848
0,0.08255639097744362,0.010294588004448317
0,0.08309774436090227,0.010288109451502112
0,0.08363909774436092,0.010270675257217919
0,0.08418045112781956,0.010253241226387155
0,0.08472180451127821,0.010234770773883989
0,0.08526315789473683,0.010207307435471142
0,0.08580451127819548,0.010179844224290682
0,0.08634586466165413,0.010151406065450409
0,0.08688721804511278,0.010115122808024188
0,0.08742857142857142,0.010078839647823306
0,0.08796992481203007,0.010043091715785817
0,0.08851127819548872,0.00999879903561107
0,0.08905263157894737,0.009954506429941851
0,0.08959398496240602,0.009910213899777157
0,0.09013533834586467,0.009862658540793132
0,0.09067669172932331,0.009811060580587911
0,0.09121804511278196,0.0097594626793857
0,0.09175939849624061,0.009707864838127316
0,0.09230075187969926,0.009652439079752516
0,0.0928421052631579,0.0095942943903027
0,0.09338345864661655,0.009536149747356646
0,0.0939248120300752,0.009478005151770217
0,0.09446616541353385,0.009418198585208747
0,0.09500751879699247,0.009354344591058156
0,0.09554887218045112,0.009290490630343389
0,0.09609022556390977,0.00922663670375864
0,0.09663157894736842,0.009162782812017448
0,0.09717293233082706,0.009096388520211189
0,0.09771428571428571,0.009027766618604192
0,0.09825563909774436,0.008959144739760437
0,0.09879699248120301,0.008890522884207021
0,0.09933834586466166,0.008821901052487447
0,0.0998796992481203,0.00875241009069915
0,0.10042105263157895,0.008680063599862167
0,0.1009624060150376,0.008607717121600994
0,0.10150375939849625,0.0085353706562354
0,0.1020451127819549,0.008463024204096102
0,0.10258646616541355,0.008390677765525227
0,0.1031278195488722,0.008317538506699237
0,0.10366917293233084,0.00824262689534042
0,0.10421052631578949,0.008167715289034181
0,0.10475187969924814,0.008092803687920832
0,0.10529323308270676,0.008017892092145928
0,0.1058345864661654,0.007942980501860502
0,0.10637593984962405,0.007868773033992037
0,0.1069172932330827,0.007792575500235687
0,0.10745864661654135,0.007716377967257832
0,0.108,0.007640180435081774
7.518796992481203E-5,-0.108,0.007643600617215208
7.518796992481203E-5,-0.10745864661654135,0.0077196934633090904
7.518796992481203E-5,-0.1069172932330827,0.007795319127663724
7.518796992481203E-5,-0.10637593984962405,0.007870477610650769
7.518796992481203E-5,-0.1058345864661654,0.007945112093546652
7.518796992481203E-5,-0.10529323308270677,0.008024243450943798
7.518796992481203E-5,-0.10475187969924812,0.008101811047847431
7.518796992481203E-5,-0.10421052631578948,0.00817781488419612
7.518796992481203E-5,-0.10366917293233083,0.008252254960088709
7.518796992481203E-5,-0.10312781954887218,0.008325131275777326
7.518796992481203E-5,-0.10258646616541353,0.00839644383166093
7.518796992481203E-5,-0.10204511278195488,0.008466906150236953
7.518796992481203E-5,-0.10150375939849623,0.008545244696597981
7.518796992481203E-5,-0.10096240601503759,0.008620906734329265
7.518796992481203E-5,-0.10042105263157894,0.008693892263237976
7.518796992481203E-5,-0.0998796992481203,0.008764201283413143
7.518796992481203E-5,-0.09933834586466166,0.008831833795214315
7.518796992481203E-5,-0.09879699248120301,0.008896789799261912
7.518796992481203E-5,-0.09825563909774436,0.008969828231220155
7.518796992481203E-5,-0.09771428571428571,0.009043013467894299
7.518796992481203E-5,-0.09717293233082706,0.009112227164324464
7.518796992481203E-5,-0.09663157894736842,0.009177469320603995
7.518796992481203E-5,-0.09609022556390977,0.009238739937326003
7.518796992481203E-5,-0.09554887218045113,0.009296250941082353
7.518796992481203E-5,-0.09500751879699249,0.00936745798460806
7.518796992481203E-5,-0.09446616541353384,0.009433598751788489
7.518796992481203E-5,-0.09392481203007519,0.009494673242718561
7.518796992481203E-5,-0.09338345864661654,0.009550681458265497
7.518796992481203E-5,-0.09284210526315789,0.00960162340004917
7.518796992481203E-5,-0.09230075187969924,0.009663579153120638
7.518796992481203E-5,-0.0917593984962406,0.009723048995887431
7.518796992481203E-5,-0.09121804511278195,0.009776492556824402
7.518796992481203E-5,-0.0906766917293233,0.009823909837835326
7.518796992481203E-5,-0.09013533834586465,0.009867753095577123
7.518796992481203E-5,-0.08959398496240602,0.00992286274400603
7.518796992481203E-5,-0.08905263157894737,0.009971036901687491
7.518796992481203E-5,-0.08851127819548872,0.010012275571411627
7.518796992481203E-5,-0.08796992481203007,0.01004747560446076
7.518796992481203E-5,-0.08742857142857142,0.010090906838821787
7.518796992481203E-5,-0.08688721804511278,0.010130186531219991
7.518796992481203E-5,-0.08634586466165414,0.010161617271201621
7.518796992481203E-5,-0.0858045112781955,0.010186922837102843
7.518796992481203E-5,-0.08526315789473685,0.010220099157103988
7.518796992481203E-5,-0.0847218045112782,0.010246127258897833
7.518796992481203E-5,-0.08418045112781955,0.010263340092746357
7.518796992481203E-5,-0.0836390977443609,0.010281384190940457
7.518796992481203E-5,-0.08309774436090225,0.010298952692199928
7.518796992481203E-5,-0.0825563909774436,0.010306539176136767
7.518796992481203E-5,-0.08201503759398496,0.010311087302141322
7.518796992481203E-5,-0.08147368421052631,0.010316819448286494
7.518796992481203E-5,-0.08093233082706766,0.010311251549646206
7.518796992481203E-5,-0.08039097744360901,0.010302884271318312
7.518796992481203E-5,-0.07984962406015038,0.01029382706977871
7.518796992481203E-5,-0.07930827067669173,0.010272208587126257
7.518796992481203E-5,-0.07876691729323308,0.010248039730223238
7.518796992481203E-5,-0.07822556390977443,0.010221754798852423
7.518796992481203E-5,-0.07768421052631579,0.010181470227089054
7.518796992481203E-5,-0.07714285714285714,0.010138662763974963
7.518796992481203E-5,-0.0766015037593985,0.010092009692936907
7.518796992481203E-5,-0.07606015037593986,0.010029372889834182
7.518796992481203E-5,-0.07551879699248121,0.009966516981933347
7.518796992481203E-5,-0.07497744360902256,0.00989503489898366
7.518796992481203E-5,-0.07443609022556391,0.009807175354450397
7.518796992481203E-5,-0.07389473684210526,0.009721377020751282
7.518796992481203E-5,-0.07335338345864661,0.009620099532584985
7.518796992481203E-5,-0.07281203007518797,0.009505140614969817
7.518796992481203E-5,-0.07227067669172932,0.009392402982620864
7.518796992481203E-5,-0.07172932330827067,0.009257770697133787
7.518796992481203E-5,-0.07118796992481202,0.009116650472868894
7.518796992481203E-5,-0.07064661654135337,0.008970086360307666
7.518796992481203E-5,-0.07010526315789473,0.008800260940090843
7.518796992481203E-5,-0.06956390977443609,0.00863027068848351
7.518796992481203E-5,-0.06902255639097744,0.008448723956824859
7.518796992481203E-5,-0.0684812030075188,0.008242440956392746
7.518796992481203E-5,-0.06793984962406015,0.008042322320460905
7.518796992481203E-5,-0.0673984962406015,0.007825854830855752
7.518796992481203E-5,-0.06685714285714286,0.007589321467099765
7.518796992481203E-5,-0.06631578947368422,0.007357403642551491
7.518796992481203E-5,-0.06577443609022557,0.007110239114596783
7.518796992481203E-5,-0.06523308270676692,0.006848325355588618
7.518796992481203E-5,-0.06469172932330827,0.0065920771787498725
7.518796992481203E-5,-0.06415037593984962,0.0063228896529509086
7.518796992481203E-5,-0.06360902255639098,0.006047765336638653
7.518796992481203E-5,-0.06306766917293233,0.0057733727260640905
7.518796992481203E-5,-0.06252631578947368,0.005495151797299509
7.518796992481203E-5,-0.06198496240601504,0.005217954009734003
7.518796992481203E-5,-0.06144360902255639,0.004940061941514379
7.518796992481203E-5,-0.06090225563909774,0.00466841324664772
7.518796992481203E-5,-0.060360902255639094,0.004400853542927485
7.518796992481203E-5,-0.059819548872180446,0.004135652547120173
7.518796992481203E-5,-0.059278195488721805,0.0038846259448609404
7.518796992481203E-5,-0.05873684210526316,0.003636738825511448
7.518796992481203E-5,-0.05819548872180451,0.0033966812734935415
7.518796992481203E-5,-0.05765413533834586,0.0031753381099341666
7.518796992481203E-5,-0.05711278195488722,0.002954052087097085
7.518796992481203E-5,-0.05657142857142857,0.002746861643238766
7.518796992481203E-5,-0.05603007518796992,0.002559114298518375
7.518796992481203E-5,-0.055488721804511275,0.00236952315929106
7.518796992481203E-5,-0.05494736842105263,0.002196424721924945
7.518796992481203E-5,-0.054406015037593985,0.0020423461630339934
7.518796992481203E-5,-0.05386466165413534,0.0018804869336764229
7.518796992481203E-5,-0.05332330827067669,0.0017398482102983408
7.518796992481203E-5,-0.05278195488721804,0.0016121572875298093
7.518796992481203E-5,-0.0522406015037594,0.0014806302531808748
7.518796992481203E-5,-0.05169924812030075,0.0013673657216927827
7.518796992481203E-5,-0.051157894736842104,0.0012607949978664652
7.518796992481203E-5,-0.050616541353383455,0.0011543330622282818
7.518796992481203E-5,-0.05007518796992481,0.0010627188447039208
7.518796992481203E-5,-0.049533834586466166,9.731588137051531E-4
7.518796992481203E-5,-0.04899248120300752,8.865089308367956E-4
7.518796992481203E-5,-0.04845112781954887,8.116693375410966E-4
7.518796992481203E-5,-0.04790977443609022,7.357081588004479E-4
7.518796992481203E-5,-0.047368421052631574,6.645094077478524E-4
7.518796992481203E-5,-0.04682706766917293,6.027990033616706E-4
7.518796992481203E-5,-0.046285714285714284,5.379203977753585E-4
7.518796992481203E-5,-0.045744360902255636,4.788148193973116E-4
7.518796992481203E-5,-0.045203007518796995,4.2603861684840206E-4
7.518796992481203E-5,-0.04466165413533835,3.7138015992300023E-4
7.518796992481203E-5,-0.0441203007518797,3.217114072130602E-4
7.518796992481203E-5,-0.04357894736842105,2.766735485183003E-4
7.518796992481203E-5,-0.0430375939849624,2.2953821479958336E-4
7.518796992481203E-5,-0.042496240601503754,1.872250289273388E-4
7.518796992481203E-5,-0.041954887218045106,1.4755383326853685E-4
7.518796992481203E-5,-0.04141353383458646,1.0731670218505805E-4
7.518796992481203E-5,-0.040872180451127824,7.109562072305882E-5
7.518796992481203E-5,-0.040330827067669175,3.7633879840211454E-5
7.518796992481203E-5,-0.03978947368421053,1.8688321976018507E-5
7.518796992481203E-5,-0.03924812030075188,4.0481099256477855E-5
7.518796992481203E-5,-0.03870676691729323,7.122508615261852E-5
7.518796992481203E-5,-0.03816541353383458,1.0254559533184753E-4
7.518796992481203E-5,-0.037624060150375935,1.3213673541355705E-4
7.518796992481203E-5,-0.03708270676691729,1.619817103214152E-4
7.518796992481203E-5,-0.03654135338345864,1.9083924162547204E-4
7.518796992481203E-5,-0.036000000000000004,2.1773555560912526E-4
7.518796992481203E-5,-0.035458646616541356,2.4510616197400635E-4
7.518796992481203E-5,-0.03491729323308271,2.7074175054715976E-4
7.518796992481203E-5,-0.03437593984962406,2.940034786364101E-4
7.518796992481203E-5,-0.03383458646616541,3.1801808212750997E-4
7.518796992481203E-5,-0.033293233082706764,3.3935008284137345E-4
7.518796992481203E-5,-0.032751879699248115,3.57552982885134E-4
7.518796992481203E-5,-0.03221052631578947,3.7724359414498455E-4
7.518796992481203E-5,-0.03166917293233082,3.930544802413057E-4
7.518796992481203E-5,-0.031127819548872185,4.0622082149773144E-4
7.518796992481203E-5,-0.030586466165413537,4.199385102286534E-4
7.518796992481203E-5,-0.03004511278195489,4.2922645497534944E-4
7.518796992481203E-5,-0.02950375939849624,4.3677794357717794E-4
7.518796992481203E-5,-0.028962406015037592,4.439792812609056E-4
7.518796992481203E-5,-0.028421052631578944,4.4685771643442935E-4
7.518796992481203E-5,-0.027879699248120296,4.492844157769588E-4
7.518796992481203E-5,-0.027338345864661648,4.506337814384411E-4
7.518796992481203E-5,-0.026796992481203,4.486238171811506E-4
7.518796992481203E-5,-0.026255639097744365,4.472053515617319E-4
7.518796992481203E-5,-0.025714285714285717,4.4450445824543555E-4
7.518796992481203E-5,-0.02517293233082707,4.39817846677975E-4
7.518796992481203E-5,-0.02463157894736842,4.3609456858012405E-4
7.518796992481203E-5,-0.024090225563909773,4.314806913190487E-4
7.518796992481203E-5,-0.023548872180451125,4.2651935738495425E-4
7.518796992481203E-5,-0.023007518796992477,4.215722201057432E-4
7.518796992481203E-5,-0.02246616541353383,4.1679027170252E-4
7.518796992481203E-5,-0.02192481203007518,4.124152329827382E-4
7.518796992481203E-5,-0.021383458646616546,4.0776236103666605E-4
7.518796992481203E-5,-0.020842105263157898,4.0382167768731356E-4
7.518796992481203E-5,-0.02030075187969925,4.003688023725089E-4
7.518796992481203E-5,-0.0197593984962406,3.9679041351324567E-4
