% Model,Untitled.mph
% Version,COMSOL 5.5.0.359
% Date,"Jan 23 2021, 16:46"
% Dimension,1
% Nodes,400
% Expressions,1
% Description,磁束密度ノルム
% cln2x,mf.normB (T) @ freq=1
3.375E-5,0.009759629832118151
1.0125E-4,0.009742432091277465
1.6875E-4,0.009740312778590705
2.3625000000000002E-4,0.00974035246269284
3.0375E-4,0.009742857119761056
3.7125E-4,0.009743491658783516
4.3875E-4,0.009744150001016987
5.0625E-4,0.00974482442528287
5.7375E-4,0.009745510843434656
6.4125E-4,0.009746206888232637
7.0875E-4,0.009746911093861643
7.7625E-4,0.009747622504004754
8.4375E-4,0.009748340468041615
9.112500000000001E-4,0.009749064527825316
9.7875E-4,0.009749794351310202
0.00104625,0.009750529691872123
0.00111375,0.009751270362421368
0.00118125,0.009752016218391146
0.00124875,0.009752767146243303
0.00131625,0.009753523055510771
0.00138375,0.009753872358084637
0.00145125,0.009756127569909663
0.00151875,0.009758451114246136
0.00158625,0.009760834829326421
0.00165375,0.009763271885252538
0.00172125,0.009765756522844974
0.00178875,0.009768283851620119
0.00185625,0.009770849691845376
0.00192375,0.00977345044984577
0.00199125,0.009776083018672043
0.00205875,0.009778744698309362
0.00212625,0.009781433131084412
0.00219375,0.009784146248997358
0.0022612500000000002,0.009786882230486849
0.0023287499999999997,0.009789639464714221
0.00239625,0.009792416521884081
0.00246375,0.00979521212844382
0.00253125,0.009798373094670692
0.00259875,0.009800780404008612
0.0026662500000000002,0.009802593787347245
0.00273375,0.009806725459304406
0.00280125,0.009810967071817816
0.0028687499999999998,0.009814499139056455
0.00293625,0.00981805561242583
0.00300375,0.009821635116240485
0.00307125,0.00982523639532141
0.00313875,0.00982885830203867
0.00320625,0.0098324997849908
0.0032737499999999998,0.009836159879084627
0.00334125,0.00983983769681763
0.00340875,0.00984353242059597
0.00347625,0.00984724329594756
0.00354375,0.009850969625510781
0.0036112500000000003,0.009854710763697346
0.00367875,0.009858466111942759
0.0037462500000000004,0.009862235114470215
0.0038137499999999994,0.00986601725450441
0.0038812499999999997,0.009869812050880314
0.00394875,0.009873619054999927
0.00401625,0.009878174898793685
0.00408375,0.009883713046499957
0.0041512499999999996,0.009889288536978224
0.00421875,0.009894899746455391
0.00428625,0.009900545152995375
0.00435375,0.009906223328606033
0.00442125,0.009911932932068981
0.0044887500000000006,0.009917672702416397
0.00455625,0.009923441452987649
0.00462375,0.009929238066006516
0.004691249999999999,0.009935061487626554
0.00475875,0.00994091072339812
0.00482625,0.00994678483411582
0.00489375,0.009952682932009587
0.0049612499999999995,0.009958604177246658
0.00502875,0.00996454777471539
0.00509625,0.009970512971064499
0.00516375,0.00997649905197463
0.00523125,0.009980841756269775
0.0052987500000000005,0.009986051075925283
0.00536625,0.009997179487049535
0.00543375,0.01000055388751899
0.005501249999999999,0.01000736540592677
0.00556875,0.010014202591584196
0.00563625,0.010021064615072022
0.00570375,0.010027950685945397
