r,z,B
0.000225,0.010499999999999982,0.08240780022612859
0.000225,0.013499999999999984,0.08240774058221367
0.000225,0.016499999999999987,0.08240765493311719
0.000225,0.01949999999999999,0.08240755835873581
0.000225,0.022499999999999992,0.08240747481129372
0.000225,0.0255,0.08240743023373609
0.000225,0.0285,0.08240744483315242
0.000225,0.0315,0.08240752779634143
0.000225,0.0345,0.08240767646219105
0.000225,0.037500000000000006,0.08240788072119876
0.000225,0.040500000000000036,0.08240813123591217
0.000225,0.04350000000000004,0.08240842966673577
0.000225,0.046500000000000034,0.08240879749267616
0.000225,0.04950000000000005,0.08240927112577623
0.000225,0.05250000000000006,0.0824099354724368
0.000225,0.05550000000000006,0.08241089562327243
0.000225,0.05850000000000007,0.08241230265295862
0.000225,0.061500000000000075,0.082414342362783
0.000225,0.06450000000000007,0.08241729812057619
0.000225,0.06750000000000007,0.08242158258227783
0.000225,0.07050000000000008,0.08242781048662784
0.000225,0.07350000000000008,0.08243689648075847
0.000225,0.07649999999999997,0.0824501960310825
0.000225,0.07949999999999999,0.08246970045100999
0.000225,0.08249999999999999,0.08249834223785157
0.000225,0.08549999999999999,0.08254043135317367
0.000225,0.0885,0.0826022633910859
0.000225,0.0915,0.08269303029644637
0.000225,0.0945,0.08282608930869384
0.000225,0.0975,0.08302103011960094
0.000225,0.1005,0.0833063666816366
0.000225,0.1035,0.08372373376554387
0.000225,0.1065,0.08433369217707865
0.000225,0.1095,0.0852228263650825
0.000225,0.11250000000000004,0.08651658811873443
0.000225,0.11550000000000005,0.08839300399347716
0.000225,0.11850000000000005,0.09110603091055867
0.000225,0.12150000000000005,0.095008353231396
0.000225,0.12450000000000006,0.10057871505791338
0.000225,0.12750000000000006,0.10847424488957368
0.000225,0.13050000000000006,0.11946511502065248
0.000225,0.13350000000000006,0.13449089119179036
0.000225,0.13650000000000007,0.15466247582086226
0.000225,0.13950000000000007,0.18106258550626464
0.000225,0.14250000000000007,0.2144785031645684
0.000225,0.14550000000000007,0.2552150290250286
0.000225,0.14850000000000008,0.3028363488959456
0.000225,0.1515,0.3560974568158142
0.000225,0.1545,0.41303876240818893
0.000225,0.1575,0.4714499776966352
0.000225,0.1605,0.5289159166108648
0.000225,0.1635,0.5834674167382953
0.000225,0.1665,0.633739101996634
0.000225,0.1695,0.6788838196500332
0.000225,0.1725,0.7189615300126794
0.000225,0.17550000000000002,0.7539923788682571
0.000225,0.17850000000000002,0.7843450150528004
0.000225,0.1815,0.8105037222134609
0.000225,0.18450000000000005,0.8329916505119155
0.000225,0.18750000000000006,0.852304659397681
0.000225,0.19050000000000009,0.8688982604907559
0.000225,0.1935000000000001,0.8831981517892208
0.000225,0.19650000000000006,0.8955782659417711
0.000225,0.19950000000000007,0.9062844678934556
0.000225,0.20250000000000004,0.9154689196922148
0.000225,0.20550000000000004,0.923571244156306
0.000225,0.20850000000000005,0.9307987346418952
0.000225,0.21150000000000005,0.93682474433627
0.000225,0.21450000000000005,0.9424876487996162
0.000225,0.21750000000000005,0.9472514852849732
0.000225,0.22050000000000008,0.9516028791936972
0.000225,0.2235000000000001,0.9553788008430028
0.000225,0.22650000000000006,0.9588249419198792
0.000225,0.22950000000000004,0.9618382418533692
0.000225,0.23250000000000004,0.964616606843172
0.000225,0.23550000000000004,0.9670662573135238
0.000225,0.23850000000000005,0.9693326871389952
0.000225,0.24150000000000005,0.9713470351024448
0.000225,0.24450000000000005,0.9732157934982244
0.000225,0.24750000000000005,0.9748901471257064
0.000225,0.2505000000000001,0.9764464052154359
0.000225,0.2535000000000001,0.9778513963123984
0.000225,0.2565000000000001,0.9791591607293147
0.000225,0.2595000000000001,0.9803483940154996
0.000225,0.2625000000000001,0.9814562473718424
0.000225,0.2655000000000001,0.9824704601741177
0.000225,0.2685000000000001,0.9834166177514776
0.000225,0.2715000000000001,0.9842890210218568
0.000225,0.2745000000000001,0.9851039646920536
0.000225,0.2775000000000001,0.9858556393843412
0.000225,0.2805000000000001,0.9865642249426996
0.000225,0.2835000000000001,0.9872248726446821
0.000225,0.2865000000000001,0.9878416478320048
0.000225,0.2895000000000001,0.9883994102708404
0.000225,0.2925000000000001,0.9889576863567188
0.000225,0.2955000000000001,-0.0014971164571100563
0.000225,0.2985000000000001,-1.3383829536140536e-05
0.000675,-0.29850000000000004,-1.3383762332407706e-05
0.000675,-0.29550000000000004,-0.0014979232450037965
0.000675,-0.29250000000000004,0.9889339735737304
0.000675,-0.28950000000000004,0.9883841409112936
0.000675,-0.28650000000000003,0.9878090546001186
0.000675,-0.28350000000000003,0.9871917679217046
0.000675,-0.2805,0.9865304746271324
0.000675,-0.2775,0.9858245795925806
0.000675,-0.2745,0.9850639841967862
0.000675,-0.2715,0.9842498660798338
0.000675,-0.2685,0.9833691665293748
0.000675,-0.2655,0.9824238583675292
0.000675,-0.2625,0.9813972322146429
0.000675,-0.2595,0.9802915494232576
0.000675,-0.2565,0.9790859242601352
0.000675,-0.2535,0.9777825222858136
0.000675,-0.2505,0.9763552598231948
0.000675,-0.2475,0.9748060224163956
0.000675,-0.2445,0.973101263285724
0.000675,-0.2415,0.9712430824976824
0.000675,-0.2385,0.9691873433291904
0.000675,-0.2355,0.9669362931480484
0.000675,-0.2325,0.964431024252718
0.000675,-0.2295,0.9616744413671964
0.000675,-0.2265,0.9585867377407684
0.000675,-0.2235,0.9551709259755992
0.000675,-0.2205,0.9513176142672174
0.000675,-0.2175,0.947033058738325
0.000675,-0.2145,0.9421533596647718
0.000675,-0.2115,0.9367172589140544
0.000675,-0.2085,0.9304410636250168
0.000675,-0.2055,0.923515083541512
0.000675,-0.2025,0.9152729285876358
0.000675,-0.1995,0.9060040038806888
0.000675,-0.1965,0.8954173177333946
0.000675,-0.1935,0.8829905802322785
0.000675,-0.1905,0.868683438726825
0.000675,-0.1875,0.8521143842188673
0.000675,-0.1845,0.8328383376537769
0.000675,-0.1815,0.8103830891046564
0.000675,-0.1785,0.7842481556965162
0.000675,-0.1755,0.7539225648929812
0.000675,-0.1725,0.7189271965735154
0.000675,-0.16949999999999998,0.6790102065426803
0.000675,-0.16649999999999998,0.6337451046587521
0.000675,-0.16349999999999998,0.5834829012593036
0.000675,-0.16049999999999998,0.5289503749398479
0.000675,-0.15749999999999995,0.4714992847258448
0.000675,-0.1545,0.41306798392343225
0.000675,-0.15149999999999994,0.3559986587568149
0.000675,-0.1485,0.3026519321115979
0.000675,-0.14549999999999996,0.255010426627896
0.000675,-0.1425,0.2144967671077581
0.000675,-0.13949999999999996,0.18117608513740424
0.000675,-0.13649999999999998,0.15483526365070532
0.000675,-0.13349999999999995,0.13466149805519245
0.000675,-0.1305,0.11961158965934438
0.000675,-0.1275,0.1086199904498164
0.000675,-0.1245,0.10072614906644406
0.000675,-0.12149999999999997,0.09512947421848984
0.000675,-0.11849999999999998,0.0912008911418265
0.000675,-0.11549999999999998,0.08846381495395272
0.000675,-0.11249999999999998,0.0865677099326978
0.000675,-0.10949999999999996,0.08525939152306727
0.000675,-0.10649999999999996,0.08435945444158321
0.000675,-0.10349999999999997,0.08374191129537811
0.000675,-0.10049999999999996,0.08331891376586609
0.000675,-0.09749999999999996,0.08302955836493997
0.000675,-0.09449999999999996,0.0828318510137207
0.000675,-0.0915,0.08269685820614238
0.000675,-0.08849999999999998,0.08260478317393992
0.000675,-0.08549999999999999,0.08254203608871348
0.000675,-0.08249999999999996,0.08249937546203047
0.000675,-0.07949999999999999,0.08247033909673672
0.000675,-0.07649999999999996,0.08245059633223993
0.000675,-0.07349999999999997,0.08243714760565835
0.000675,-0.07049999999999995,0.08242796344632798
0.000675,-0.06749999999999998,0.08242167038739577
0.000675,-0.06449999999999995,0.08241731569373623
0.000675,-0.06149999999999998,0.08241434656593373
0.000675,-0.05849999999999994,0.08241230016686774
0.000675,-0.05549999999999998,0.08241089535669578
0.000675,-0.052499999999999984,0.08240993286435527
0.000675,-0.04949999999999999,0.08240926671031468
0.000675,-0.04649999999999999,0.08240878967552734
0.000675,-0.04349999999999998,0.08240842630108036
0.000675,-0.04049999999999998,0.08240812995404613
0.000675,-0.03749999999999995,0.08240788094878737
0.000675,-0.03449999999999995,0.08240767725947085
0.000675,-0.031499999999999945,0.08240752947092099
0.000675,-0.028499999999999942,0.08240744742477557
0.000675,-0.02549999999999994,0.08240743322588706
0.000675,-0.022499999999999937,0.08240747730847843
0.000675,-0.01949999999999993,0.08240755948432654
0.000675,-0.016500000000000015,0.08240765435797304
0.000675,-0.013499999999999956,0.08240773870861172
0.000675,-0.01050000000000001,0.08240779785295471
0.000675,-0.007499999999999951,0.08240782906648736
0.000675,-0.004500000000000004,0.08240783960620424
0.000675,-0.0014999999999999456,0.08240784083589038
0.000675,0.0014999999999999734,0.0824078408862784
0.000675,0.004499999999999975,0.08240783969189991
0.000675,0.00749999999999998,0.08240782903836719
0.000675,0.010499999999999982,0.08240779762745043
0.000675,0.013499999999999984,0.08240773833486448
0.000675,0.016499999999999987,0.08240765403849283
0.000675,0.01949999999999999,0.08240755934141841
0.000675,0.022499999999999992,0.08240747750177667
0.000675,0.0255,0.08240743384187355
0.000675,0.0285,0.08240744837313274
0.000675,0.0315,0.08240753055436434
0.000675,0.0345,0.08240767825480444
0.000675,0.037500000000000006,0.08240788171381386
0.000675,0.040500000000000036,0.08240813162549088
0.000675,0.04350000000000004,0.08240842689703454
0.000675,0.046500000000000034,0.08240879072801399
0.000675,0.04950000000000005,0.08240926800745417
0.000675,0.05250000000000006,0.08240993434453925
0.000675,0.05550000000000006,0.08241089714633487
0.000675,0.05850000000000007,0.08241230100520391
0.000675,0.061500000000000075,0.08241434396935733
0.000675,0.06450000000000007,0.08241730791221502
0.000675,0.06750000000000007,0.08242163350928333
0.000675,0.07050000000000008,0.08242790888702656
0.000675,0.07350000000000008,0.08243707243574216
0.000675,0.07649999999999997,0.08245049961819363
0.000675,0.07949999999999999,0.08247021722671866
0.000675,0.08249999999999999,0.08249921271631401
0.000675,0.08549999999999999,0.08254183947911098
0.000675,0.0885,0.08260447623016254
0.000675,0.0915,0.08269644782523555
0.000675,0.0945,0.08283132975680785
0.000675,0.0975,0.08302891725615813
0.000675,0.1005,0.08331812885943735
0.000675,0.1035,0.08374097706028327
0.000675,0.1065,0.08435839608207553
0.000675,0.1095,0.08525838767906002
0.000675,0.11250000000000004,0.08656739849168571
0.000675,0.11550000000000005,0.08846521326364465
0.000675,0.11850000000000005,0.0912048479536912
0.000675,0.12150000000000005,0.09513757815419288
0.000675,0.12450000000000006,0.10073717996311916
0.000675,0.12750000000000006,0.10863286085382462
0.000675,0.13050000000000006,0.11963292222160905
0.000675,0.13350000000000006,0.1347000541209723
0.000675,0.13650000000000007,0.1549090550057557
0.000675,0.13950000000000007,0.18128980595788569
0.000675,0.14250000000000007,0.2146428281777
0.000675,0.14550000000000007,0.25529088800722
0.000675,0.14850000000000008,0.3026895865617608
0.000675,0.1515,0.3560021378117114
0.000675,0.1545,0.4130563581458661
0.000675,0.1575,0.4714837673782077
0.000675,0.1605,0.5289454219478223
0.000675,0.1635,0.58349123192914
0.000675,0.1665,0.6337704335729641
0.000675,0.1695,0.6790446692238934
0.000675,0.1725,0.7191015632050323
0.000675,0.17550000000000002,0.7540969659990142
0.000675,0.17850000000000002,0.7844104265987509
0.000675,0.1815,0.8104286173678845
0.000675,0.18450000000000005,0.8328851379199624
0.000675,0.18750000000000006,0.8521715670119074
0.000675,0.19050000000000009,0.8687469022905109
0.000675,0.1935000000000001,0.8830145345365301
0.000675,0.19650000000000006,0.8953312419457706
0.000675,0.19950000000000007,0.9060222034086184
0.000675,0.20250000000000004,0.9153631904919932
0.000675,0.20550000000000004,0.9233898946184328
0.000675,0.20850000000000005,0.9304533765908192
0.000675,0.21150000000000005,0.936779326442686
0.000675,0.21450000000000005,0.9421527279664328
0.000675,0.21750000000000005,0.9470374745061796
0.000675,0.22050000000000008,0.9513163633207764
0.000675,0.2235000000000001,0.9551713207238844
0.000675,0.22650000000000006,0.9585872605779971
0.000675,0.22950000000000004,0.9616733794880016
0.000675,0.23250000000000004,0.9644312781990564
0.000675,0.23550000000000004,0.96693515275703
0.000675,0.23850000000000005,0.9691875695410522
0.000675,0.24150000000000005,0.9712422643263412
0.000675,0.24450000000000005,0.9731014232643456
0.000675,0.24750000000000005,0.9748056236574821
0.000675,0.2505000000000001,0.9763553157849372
0.000675,0.2535000000000001,0.9777824876254152
0.000675,0.2565000000000001,0.9790858578605528
0.000675,0.2595000000000001,0.9802918179780109
0.000675,0.2625000000000001,0.9813969759327806
0.000675,0.2655000000000001,0.9824247373691896
0.000675,0.2685000000000001,0.9833691062695068
0.000675,0.2715000000000001,0.9842507226428254
0.000675,0.2745000000000001,0.9850645134358528
0.000675,0.2775000000000001,0.9858235533876454
0.000675,0.2805000000000001,0.9865311504884234
0.000675,0.2835000000000001,0.9871924279163764
0.000675,0.2865000000000001,0.9878099111403498
0.000675,0.2895000000000001,0.9883840541851706
0.000675,0.2925000000000001,0.9889329941416573
0.000675,0.2955000000000001,-0.0014979205183801715
0.000675,0.2985000000000001,-1.3383783845658302e-05
0.001125,-0.29850000000000004,-1.3383876443805596e-05
0.001125,-0.29550000000000004,-0.0014979760687671546
0.001125,-0.29250000000000004,0.9889329752374868
0.001125,-0.28950000000000004,0.9883853377482118
0.001125,-0.28650000000000003,0.9878092000544488
0.001125,-0.28350000000000003,0.9871917622264488
0.001125,-0.2805,0.986530032150822
0.001125,-0.2775,0.9858241250456486
0.001125,-0.2745,0.9850629970337684
0.001125,-0.2715,0.9842490160213141
0.001125,-0.2685,0.9833677630394776
0.001125,-0.2655,0.9824227728539688
0.001125,-0.2625,0.9813953789036544
0.001125,-0.2595,0.9802902303640312
0.001125,-0.2565,0.9790834767134412
0.001125,-0.2535,0.9777809021099876
0.001125,-0.2505,0.9763520402419706
0.001125,-0.2475,0.97480405161511
0.001125,-0.2445,0.9730970392994056
0.001125,-0.2415,0.9712406809041974
0.001125,-0.2385,0.9691816432851544
0.001125,-0.2355,0.9669332578491421
0.001125,-0.2325,0.9644233841814868
0.001125,-0.2295,0.961670711202873
0.001125,-0.2265,0.9585764646145244
0.001125,-0.2235,0.9551666743392636
0.001125,-0.2205,0.9513057061091644
0.001125,-0.2175,0.9470302102438488
0.001125,-0.2145,0.942143025423786
0.001125,-0.2115,0.93672768062578
0.001125,-0.2085,0.930433207925494
0.001125,-0.2055,0.9235440245617736
0.001125,-0.2025,0.9152754458284296
0.001125,-0.1995,0.9060725809690042
0.001125,-0.1965,0.8955381225818716
0.001125,-0.1935,0.8830488555728839
0.001125,-0.1905,0.8687652770128537
0.001125,-0.1875,0.8522353408724088
0.001125,-0.1845,0.8329947958555367
0.001125,-0.1815,0.8106485440128964
0.001125,-0.1785,0.7845332911211498
0.001125,-0.1755,0.7542238110039025
0.001125,-0.1725,0.7192307933735883
0.001125,-0.16949999999999998,0.6791713296087994
0.001125,-0.16649999999999998,0.6338880557655878
0.001125,-0.16349999999999998,0.5835968561350843
0.001125,-0.16049999999999998,0.5290244181017386
0.001125,-0.15749999999999995,0.4715240722777643
0.001125,-0.1545,0.4130362691436282
0.001125,-0.15149999999999994,0.3559036309005241
0.001125,-0.1485,0.3024990669077877
0.001125,-0.14549999999999996,0.2548086000117078
0.001125,-0.1425,0.21408615773936399
0.001125,-0.13949999999999996,0.18073321248525787
0.001125,-0.13649999999999998,0.15441217041528787
0.001125,-0.13349999999999995,0.13440558031184924
0.001125,-0.1305,0.1194146622498804
0.001125,-0.1275,0.10847439795204196
0.001125,-0.1245,0.10062119696445526
0.001125,-0.12149999999999997,0.09505542304596926
0.001125,-0.11849999999999998,0.09114956474256486
0.001125,-0.11549999999999998,0.08842823509103748
0.001125,-0.11249999999999998,0.08654342187294327
0.001125,-0.10949999999999996,0.08524288264986835
0.001125,-0.10649999999999996,0.08434823600047503
0.001125,-0.10349999999999997,0.08373426420611141
0.001125,-0.10049999999999996,0.08331367844612148
0.001125,-0.09749999999999996,0.08302599513994235
0.001125,-0.09449999999999996,0.08282940727020227
0.001125,-0.0915,0.08269517028881257
0.001125,-0.08849999999999998,0.08260358852192118
0.001125,-0.08549999999999999,0.08254118420651257
0.001125,-0.08249999999999996,0.0824987816933127
0.001125,-0.07949999999999999,0.08246994532210006
0.001125,-0.07649999999999996,0.08245032599937352
0.001125,-0.07349999999999997,0.08243696100254794
0.001125,-0.07049999999999995,0.08242777725212735
0.001125,-0.06749999999999998,0.08242155087284997
0.001125,-0.06449999999999995,0.08241727082086414
0.001125,-0.06149999999999998,0.082414319587793
0.001125,-0.05849999999999994,0.08241228341283657
0.001125,-0.05549999999999998,0.08241088394380093
0.001125,-0.052499999999999984,0.08240992513010814
0.001125,-0.04949999999999999,0.08240926163858764
0.001125,-0.04649999999999999,0.08240878653730442
0.001125,-0.04349999999999998,0.08240842436521889
0.001125,-0.04049999999999998,0.08240812857966051
0.001125,-0.03749999999999995,0.08240787875874522
0.001125,-0.03449999999999995,0.08240767434998464
0.001125,-0.031499999999999945,0.08240752549969121
0.001125,-0.028499999999999942,0.0824074441815521
0.001125,-0.02549999999999994,0.08240743029827224
0.001125,-0.022499999999999937,0.08240747523965575
0.001125,-0.01949999999999993,0.08240755860323334
0.001125,-0.016500000000000015,0.08240765464218203
0.001125,-0.013499999999999956,0.0824077398214238
0.001125,-0.01050000000000001,0.08240779912631879
0.001125,-0.007499999999999951,0.0824078300082477
0.001125,-0.004500000000000004,0.0824078400156949
0.001125,-0.0014999999999999456,0.0824078408426161
0.001125,0.0014999999999999734,0.08240784085993312
0.001125,0.004499999999999975,0.08240784002458712
0.001125,0.00749999999999998,0.08240782989671802
0.001125,0.010499999999999982,0.08240779883347593
0.001125,0.013499999999999984,0.08240773941981816
0.001125,0.016499999999999987,0.08240765444069975
0.001125,0.01949999999999999,0.08240755863117055
0.001125,0.022499999999999992,0.08240747556646177
0.001125,0.0255,0.08240743093925706
0.001125,0.0285,0.082407445044544
0.001125,0.0315,0.08240752738380275
0.001125,0.0345,0.08240767443549091
0.001125,0.037500000000000006,0.08240787875734479
0.001125,0.040500000000000036,0.08240812861557845
0.001125,0.04350000000000004,0.08240842457159614
0.001125,0.046500000000000034,0.08240878703470013
0.001125,0.04950000000000005,0.08240926234229251
0.001125,0.05250000000000006,0.08240992612060727
0.001125,0.05550000000000006,0.0824108854148301
0.001125,0.05850000000000007,0.08241228426887648
0.001125,0.061500000000000075,0.08241431955241563
0.001125,0.06450000000000007,0.0824172711746658
0.001125,0.06750000000000007,0.08242155097904535
0.001125,0.07050000000000008,0.08242777308063731
0.001125,0.07350000000000008,0.0824368535702853
0.001125,0.07649999999999997,0.08245015578080063
0.001125,0.07949999999999999,0.08246986305429571
0.001125,0.08249999999999999,0.08249870308348528
0.001125,0.08549999999999999,0.08254110516038038
0.001125,0.0885,0.08260341276749683
0.001125,0.0915,0.08269489776913386
0.001125,0.0945,0.08282906828886571
0.001125,0.0975,0.08302561071959612
0.001125,0.1005,0.08331328564235674
0.001125,0.1035,0.08373385431380242
0.001125,0.1065,0.08434785459587346
0.001125,0.1095,0.08524295871444165
0.001125,0.11250000000000004,0.08654464490817683
0.001125,0.11550000000000005,0.08843188345519315
0.001125,0.11850000000000005,0.09115609195949992
0.001125,0.12150000000000005,0.09506642771783104
0.001125,0.12450000000000006,0.10063387287103408
0.001125,0.12750000000000006,0.10848159171709304
0.001125,0.13050000000000006,0.11942923566743513
0.001125,0.13350000000000006,0.1344402741851638
0.001125,0.13650000000000007,0.1545935558428475
0.001125,0.13950000000000007,0.18092423620499454
0.001125,0.14250000000000007,0.21411536993144087
0.001125,0.14550000000000007,0.254825363679579
0.001125,0.14850000000000008,0.30249665077637977
0.001125,0.1515,0.3558914648186364
0.001125,0.1545,0.4130238047317688
0.001125,0.1575,0.4715111840666877
0.001125,0.1605,0.5290176914095186
0.001125,0.1635,0.5835938439521391
0.001125,0.1665,0.6338927535275888
0.001125,0.1695,0.6791775211718841
0.001125,0.1725,0.7192386805109041
0.001125,0.17550000000000002,0.7542341400595907
0.001125,0.17850000000000002,0.784544567713391
0.001125,0.1815,0.8106606036189509
0.001125,0.18450000000000005,0.8331023191854263
0.001125,0.18750000000000006,0.852310968662384
0.001125,0.19050000000000009,0.8688587044911126
0.001125,0.1935000000000001,0.8831012903196445
0.001125,0.19650000000000006,0.8953919057516282
0.001125,0.19950000000000007,0.9060678665714345
0.001125,0.20250000000000004,0.915451173466914
0.001125,0.20550000000000004,0.923439665191966
0.001125,0.20850000000000005,0.9304582349164832
0.001125,0.21150000000000005,0.936802408579794
0.001125,0.21450000000000005,0.9421481898536191
0.001125,0.21750000000000005,0.947045849542576
0.001125,0.22050000000000008,0.9513102373383472
0.001125,0.2235000000000001,0.9551701320122812
0.001125,0.22650000000000006,0.9585800316218409
0.001125,0.22950000000000004,0.9616714747747857
0.001125,0.23250000000000004,0.9644252802300912
0.001125,0.23550000000000004,0.9669330144564452
0.001125,0.23850000000000005,0.969182628632178
0.001125,0.24150000000000005,0.9712402051915708
0.001125,0.24450000000000005,0.97309744423802
0.001125,0.24750000000000005,0.9748036952008936
0.001125,0.2505000000000001,0.976352074135894
0.001125,0.2535000000000001,0.9777807123308584
0.001125,0.2565000000000001,0.97908320372964
0.001125,0.2595000000000001,0.9802901890008332
0.001125,0.2625000000000001,0.9813948078752882
0.001125,0.2655000000000001,0.9824234124842264
0.001125,0.2685000000000001,0.9833674236491351
0.001125,0.2715000000000001,0.9842494124041136
0.001125,0.2745000000000001,0.9850629726217072
0.001125,0.2775000000000001,0.9858225652057941
0.001125,0.2805000000000001,0.9865299646150562
0.001125,0.2835000000000001,0.987190450459024
0.001125,0.2865000000000001,0.9878080752903272
0.001125,0.2895000000000001,0.9883847487102412
0.001125,0.2925000000000001,0.9889318214408496
0.001125,0.2955000000000001,-0.0014979747799511852
0.001125,0.2985000000000001,-1.3383886441517791e-05
0.0015750000000000002,-0.29850000000000004,-1.3384004077777352e-05
0.0015750000000000002,-0.29550000000000004,-0.0014979227340833805
0.0015750000000000002,-0.29250000000000004,0.9889314532211291
0.0015750000000000002,-0.28950000000000004,0.9883883505113704
0.0015750000000000002,-0.28650000000000003,0.9878122811551536
0.0015750000000000002,-0.28350000000000003,0.9871947785487593
0.0015750000000000002,-0.2805,0.9865336274853452
0.0015750000000000002,-0.2775,0.9858277152070484
0.0015750000000000002,-0.2745,0.985067165498352
0.0015750000000000002,-0.2715,0.984253243244968
0.0015750000000000002,-0.2685,0.9833727797035431
0.0015750000000000002,-0.2655,0.9824279257936076
0.0015750000000000002,-0.2625,0.9814014814334948
0.0015750000000000002,-0.2595,0.9802965618589125
0.0015750000000000002,-0.2565,0.9790909703312671
0.0015750000000000002,-0.2535,0.9777887503153284
0.0015750000000000002,-0.2505,0.9763613357370374
0.0015750000000000002,-0.2475,0.9748138823015788
0.0015750000000000002,-0.2445,0.9731087203455722
0.0015750000000000002,-0.2415,0.971253142975864
0.0015750000000000002,-0.2385,0.969196452310866
0.0015750000000000002,-0.2355,0.9669492089084804
0.0015750000000000002,-0.2325,0.9644424340027002
0.0015750000000000002,-0.2295,0.9616914366984752
0.0015750000000000002,-0.2265,0.9586012418348928
